trial_id,feature_count,feature_columns,val_mae,val_rmse,iterations,model_name
481,9,daily_net|expense_30d_sum|expense_7d_mean|expense_7d_sum|expense_txn_count|is_weekend|net_30d_sum|txn_30d_sum|txn_7d_sum,3509.919941822649,11466.327452953792,94,hgbr_v3_hgbr
521,9,daily_income|days_to_end_of_month|expense_30d_sum|expense_7d_sum|expense_trend|has_expense|income_txn_count|is_winter_vacation|net_30d_sum,3510.471118326579,11788.839568175468,83,hgbr_v3_hgbr
319,15,daily_expense|daily_income|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|has_expense|income_txn_count|is_weekend|net_30d_sum|net_7d_sum|txn_7d_sum|txn_count,3510.8091932479383,11712.458338470611,81,hgbr_v3_hgbr
153,13,daily_expense|daily_net|dow|expense_30d_mean|expense_30d_sum|expense_7d_mean|expense_7d_sum|expense_txn_count|has_income|income_txn_count|month|net_30d_sum|net_7d_sum,3511.3832763747596,11635.101067221822,82,hgbr_v3_hgbr
131,14,daily_expense|daily_net|dow|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_income|is_weekend|is_winter_vacation|month|net_30d_sum|txn_30d_sum|txn_count,3511.3957920040884,11747.304384138097,94,hgbr_v3_hgbr
409,7,expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|is_winter_vacation|net_30d_sum|txn_7d_sum|txn_count,3511.5062160006332,11734.42468025867,97,hgbr_v3_hgbr
394,17,daily_net|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_expense|income_txn_count|is_weekend|month|net_30d_sum|net_7d_sum|txn_7d_sum|txn_count,3517.41969054138,11508.90476209329,83,hgbr_v3_hgbr
998,8,daily_expense|daily_income|daily_net|expense_7d_mean|expense_trend|expense_txn_count|is_weekend|net_30d_sum,3528.8669161916278,11765.392872461664,93,hgbr_v3_hgbr
273,9,daily_expense|daily_income|daily_net|dow|expense_7d_sum|expense_trend|has_income|net_30d_sum|txn_count,3530.034674080907,11764.505056871358,91,hgbr_v3_hgbr
822,8,daily_expense|daily_net|days_to_end_of_month|expense_7d_sum|expense_trend|has_expense|income_txn_count|net_30d_sum,3538.972900762054,11777.006725940226,93,hgbr_v3_hgbr
176,11,daily_expense|expense_30d_sum|expense_7d_30d_ratio|expense_txn_count|has_expense|has_income|income_txn_count|net_30d_sum|txn_30d_sum|txn_7d_sum|txn_count,3538.979591523494,11559.296177268465,90,hgbr_v3_hgbr
784,8,days_to_end_of_month|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_trend|has_income|net_30d_sum|txn_7d_sum,3541.0423087906124,11704.639084013512,88,hgbr_v3_hgbr
476,8,daily_net|dow|expense_7d_sum|is_weekend|is_winter_vacation|net_30d_sum|txn_30d_sum|txn_count,3548.5787486411955,11451.847963959653,239,hgbr_v3_hgbr
516,21,daily_expense|daily_income|daily_net|day|days_to_end_of_month|dow|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_income|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum|txn_count,3551.1481323022017,11778.359636592184,81,hgbr_v3_hgbr
85,8,daily_expense|daily_net|expense_30d_sum|expense_7d_mean|expense_trend|has_expense|net_30d_sum|txn_count,3555.655384870822,11637.700065271662,87,hgbr_v3_hgbr
436,5,dow|expense_30d_sum|is_weekend|net_30d_sum|txn_30d_sum,3566.7885896370435,11624.496506231588,86,hgbr_v3_hgbr
531,11,daily_expense|daily_income|expense_7d_30d_ratio|expense_7d_sum|expense_txn_count|income_txn_count|is_weekend|net_30d_sum|net_7d_sum|txn_30d_sum|txn_count,3569.4779876001817,11723.450746101866,80,hgbr_v3_hgbr
523,13,daily_expense|day|days_to_end_of_month|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_income|income_txn_count|net_30d_sum|net_7d_sum|txn_count,3569.9188623741056,11839.204174584684,92,hgbr_v3_hgbr
868,9,daily_expense|days_to_end_of_month|expense_7d_30d_ratio|expense_7d_sum|expense_trend|has_income|net_30d_sum|net_7d_sum|txn_30d_sum,3570.9239084079754,11809.636257167233,91,hgbr_v3_hgbr
453,8,day|days_to_end_of_month|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_trend|has_income|net_30d_sum,3571.646237926232,11795.457854007476,116,hgbr_v3_hgbr
358,11,daily_income|day|dow|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|month|net_30d_sum|txn_30d_sum|txn_count,3571.7561628852554,11779.083849442768,109,hgbr_v3_hgbr
747,15,daily_income|day|dow|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|has_expense|has_income|income_txn_count|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum,3572.0177933735717,11887.900864414747,78,hgbr_v3_hgbr
147,8,daily_income|day|days_to_end_of_month|expense_7d_30d_ratio|expense_7d_mean|has_income|is_winter_vacation|net_30d_sum,3573.804845855192,11840.831786287548,85,hgbr_v3_hgbr
991,17,daily_expense|day|days_to_end_of_month|dow|expense_7d_mean|expense_trend|expense_txn_count|has_expense|has_income|income_txn_count|is_weekend|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum|txn_count,3575.592816808026,11864.292754678076,91,hgbr_v3_hgbr
498,6,expense_7d_30d_ratio|expense_7d_mean|expense_txn_count|net_30d_sum|net_7d_sum|txn_7d_sum,3576.472925947263,11676.726976480524,202,hgbr_v3_hgbr
655,10,daily_expense|daily_income|expense_30d_mean|expense_7d_sum|has_expense|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum,3580.2143516097613,11667.427627483574,83,hgbr_v3_hgbr
299,13,daily_expense|daily_net|expense_30d_mean|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_income|is_winter_vacation|net_30d_sum|txn_30d_sum|txn_7d_sum,3580.4355966516728,11656.088407456045,85,hgbr_v3_hgbr
669,10,daily_expense|daily_income|daily_net|expense_30d_mean|expense_7d_mean|expense_7d_sum|has_expense|is_winter_vacation|net_30d_sum|txn_count,3581.961491954735,11686.152317041935,85,hgbr_v3_hgbr
705,17,daily_expense|day|dow|expense_7d_30d_ratio|expense_7d_mean|expense_trend|expense_txn_count|has_expense|has_income|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_7d_sum|txn_count,3582.417569192684,11842.22366075446,94,hgbr_v3_hgbr
892,11,daily_income|daily_net|days_to_end_of_month|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|is_weekend|net_30d_sum|txn_7d_sum|txn_count,3584.10181195665,11686.68124157614,97,hgbr_v3_hgbr
602,14,daily_expense|daily_income|daily_net|expense_7d_30d_ratio|expense_7d_sum|expense_txn_count|has_expense|has_income|income_txn_count|is_winter_vacation|month|net_30d_sum|txn_30d_sum|txn_count,3584.835438143393,11739.56626693148,79,hgbr_v3_hgbr
37,8,expense_30d_mean|expense_30d_sum|expense_trend|expense_txn_count|has_expense|month|net_30d_sum|net_7d_sum,3585.2238499864325,11645.281244369236,86,hgbr_v3_hgbr
518,13,daily_expense|daily_income|day|days_to_end_of_month|expense_7d_mean|expense_txn_count|has_expense|has_income|income_txn_count|is_winter_vacation|net_30d_sum|txn_30d_sum|txn_7d_sum,3585.487401740293,11803.466568625252,81,hgbr_v3_hgbr
38,11,daily_income|daily_net|expense_30d_sum|expense_7d_mean|expense_7d_sum|expense_txn_count|has_expense|has_income|is_weekend|net_30d_sum|txn_7d_sum,3589.989020583618,11508.680073567126,95,hgbr_v3_hgbr
467,18,daily_expense|daily_income|day|days_to_end_of_month|dow|expense_7d_30d_ratio|expense_7d_mean|expense_trend|expense_txn_count|has_expense|has_income|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum,3590.0386067861514,11846.890855178082,97,hgbr_v3_hgbr
836,12,expense_30d_mean|expense_30d_sum|expense_7d_mean|expense_trend|expense_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|txn_30d_sum|txn_7d_sum|txn_count,3591.9267993437074,11572.378898417903,90,hgbr_v3_hgbr
55,18,daily_net|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_expense|income_txn_count|is_weekend|is_winter_vacation|net_30d_sum|net_7d_sum|txn_7d_sum|txn_count,3594.572433684968,11580.679375212896,84,hgbr_v3_hgbr
333,9,dow|expense_30d_sum|expense_7d_mean|expense_trend|has_income|month|net_30d_sum|txn_30d_sum|txn_count,3596.3466671684023,11654.606212186512,88,hgbr_v3_hgbr
808,6,daily_income|day|expense_30d_sum|expense_trend|expense_txn_count|net_30d_sum,3601.6032578422905,11567.443873793422,140,hgbr_v3_hgbr
296,8,daily_income|day|days_to_end_of_month|expense_7d_mean|expense_trend|is_weekend|is_winter_vacation|net_30d_sum,3604.1710696390082,11860.989309454526,113,hgbr_v3_hgbr
103,6,daily_income|expense_30d_sum|expense_7d_mean|expense_txn_count|net_30d_sum|txn_7d_sum,3604.9068363757797,11590.83075774442,80,hgbr_v3_hgbr
573,12,daily_net|dow|expense_7d_mean|has_expense|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_count,3608.113375387506,11654.597704220192,87,hgbr_v3_hgbr
785,17,daily_income|day|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_income|income_txn_count|is_winter_vacation|net_30d_sum|net_7d_sum|txn_7d_sum,3609.347438253291,11841.33810403295,81,hgbr_v3_hgbr
274,16,daily_expense|daily_income|day|days_to_end_of_month|dow|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|is_weekend|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum|txn_count,3611.142213543886,11808.990030196788,94,hgbr_v3_hgbr
120,16,daily_expense|daily_net|day|days_to_end_of_month|dow|expense_7d_30d_ratio|expense_7d_mean|expense_txn_count|has_expense|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum,3612.669114999273,11824.249396096611,81,hgbr_v3_hgbr
901,15,daily_expense|daily_income|daily_net|day|days_to_end_of_month|expense_7d_30d_ratio|expense_7d_mean|expense_trend|expense_txn_count|has_income|is_winter_vacation|month|net_30d_sum|txn_30d_sum|txn_count,3618.2624686943345,11856.000746648937,92,hgbr_v3_hgbr
281,10,daily_income|daily_net|dow|expense_7d_mean|expense_7d_sum|income_txn_count|is_summer_vacation|month|net_30d_sum|txn_count,3619.3159891705805,11861.750884031386,79,hgbr_v3_hgbr
304,14,daily_expense|daily_net|dow|expense_30d_sum|expense_7d_30d_ratio|expense_txn_count|has_income|is_weekend|is_winter_vacation|month|net_30d_sum|txn_30d_sum|txn_7d_sum|txn_count,3619.636743573691,11580.631771170176,86,hgbr_v3_hgbr
923,12,day|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_sum|income_txn_count|is_weekend|is_winter_vacation|net_30d_sum|net_7d_sum|txn_count,3620.3765587493144,11897.167126131846,84,hgbr_v3_hgbr
225,16,daily_expense|daily_income|daily_net|days_to_end_of_month|dow|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|has_expense|has_income|income_txn_count|is_winter_vacation|net_30d_sum|net_7d_sum|txn_7d_sum|txn_count,3622.729142229779,11807.814654507807,79,hgbr_v3_hgbr
691,8,daily_income|expense_7d_30d_ratio|expense_7d_mean|has_expense|is_weekend|month|net_30d_sum|net_7d_sum,3629.1732921470652,11865.236765372983,79,hgbr_v3_hgbr
327,20,daily_expense|daily_income|daily_net|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_expense|has_income|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|txn_30d_sum|txn_count,3633.122527466462,11662.40739219172,89,hgbr_v3_hgbr
680,19,daily_expense|daily_income|daily_net|days_to_end_of_month|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|has_expense|has_income|income_txn_count|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum|txn_count,3639.003791964472,11809.875225367368,80,hgbr_v3_hgbr
619,11,daily_expense|daily_income|day|expense_7d_30d_ratio|expense_7d_sum|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|txn_7d_sum,3643.5847415590797,11857.438712161158,80,hgbr_v3_hgbr
253,10,daily_income|daily_net|days_to_end_of_month|expense_30d_sum|expense_7d_sum|expense_trend|has_expense|has_income|is_winter_vacation|net_30d_sum,3644.6956756824634,11649.852088359883,91,hgbr_v3_hgbr
932,7,expense_30d_mean|expense_30d_sum|expense_txn_count|has_income|net_30d_sum|txn_30d_sum|txn_7d_sum,3647.7965252227573,11479.586320412567,98,hgbr_v3_hgbr
889,15,day|dow|expense_30d_mean|expense_7d_mean|expense_trend|expense_txn_count|has_income|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_count,3649.0164841892156,11817.97438473356,83,hgbr_v3_hgbr
4,9,daily_income|days_to_end_of_month|dow|expense_30d_mean|expense_7d_mean|income_txn_count|is_weekend|net_30d_sum|txn_7d_sum,3654.7995362136257,11804.049820355245,94,hgbr_v3_hgbr
285,14,day|days_to_end_of_month|dow|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_txn_count|has_income|income_txn_count|is_winter_vacation|month|net_30d_sum|net_7d_sum,3662.6947800978364,11927.875912746256,83,hgbr_v3_hgbr
379,20,daily_income|daily_net|day|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_sum|expense_trend|expense_txn_count|has_expense|has_income|is_weekend|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum|txn_count,3664.210328795489,11606.277115563023,85,hgbr_v3_hgbr
737,11,daily_net|days_to_end_of_month|dow|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_txn_count|is_weekend|is_winter_vacation|net_30d_sum|txn_30d_sum,3666.3446643797156,11610.934289641857,93,hgbr_v3_hgbr
513,7,daily_expense|expense_7d_30d_ratio|expense_trend|income_txn_count|net_30d_sum|txn_30d_sum|txn_count,3666.3687667319305,11608.575475282329,106,hgbr_v3_hgbr
579,15,day|days_to_end_of_month|expense_30d_mean|expense_7d_30d_ratio|expense_7d_sum|has_expense|has_income|income_txn_count|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum|txn_count,3666.52689985299,11931.19319905587,82,hgbr_v3_hgbr
661,11,daily_income|daily_net|days_to_end_of_month|dow|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_txn_count|has_income|month|net_30d_sum,3666.7377404494023,11905.70441241013,100,hgbr_v3_hgbr
634,14,daily_expense|daily_income|days_to_end_of_month|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_sum|expense_trend|income_txn_count|is_weekend|month|net_30d_sum|net_7d_sum|txn_7d_sum,3666.9337067569095,11814.062097842196,81,hgbr_v3_hgbr
704,14,daily_net|day|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_income|is_weekend|net_30d_sum,3667.3818371413486,11647.266125596003,95,hgbr_v3_hgbr
710,13,daily_expense|daily_income|daily_net|day|expense_7d_30d_ratio|expense_7d_sum|expense_txn_count|has_expense|has_income|net_30d_sum|net_7d_sum|txn_7d_sum|txn_count,3668.7269097909457,11877.168988425243,129,hgbr_v3_hgbr
320,11,daily_income|days_to_end_of_month|dow|expense_30d_sum|expense_trend|income_txn_count|is_winter_vacation|net_30d_sum|txn_30d_sum|txn_7d_sum|txn_count,3675.902292118484,11584.152093385355,112,hgbr_v3_hgbr
191,12,daily_net|days_to_end_of_month|dow|expense_30d_sum|expense_7d_mean|expense_trend|expense_txn_count|has_income|income_txn_count|month|net_30d_sum|txn_count,3677.104009651551,11602.249552628291,117,hgbr_v3_hgbr
485,20,daily_income|daily_net|day|days_to_end_of_month|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|has_expense|has_income|is_weekend|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum|txn_count,3678.8744935173745,11650.59191967499,84,hgbr_v3_hgbr
149,15,daily_net|days_to_end_of_month|dow|expense_30d_mean|expense_7d_30d_ratio|expense_7d_mean|expense_txn_count|has_expense|income_txn_count|is_weekend|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_count,3679.1136393696593,11682.582589404023,84,hgbr_v3_hgbr
35,21,daily_expense|daily_income|daily_net|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_trend|has_expense|has_income|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum|txn_count,3679.3969468143273,11812.148977685047,80,hgbr_v3_hgbr
914,8,daily_income|day|expense_30d_mean|expense_7d_sum|has_income|is_winter_vacation|month|net_30d_sum,3679.605583394084,11914.00556002016,80,hgbr_v3_hgbr
433,15,daily_income|daily_net|day|dow|expense_30d_mean|expense_30d_sum|expense_7d_mean|expense_7d_sum|expense_trend|has_expense|has_income|month|net_30d_sum|net_7d_sum|txn_count,3679.9521512536066,11700.128630453273,84,hgbr_v3_hgbr
586,20,daily_expense|daily_income|daily_net|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_trend|expense_txn_count|has_expense|has_income|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_7d_sum|txn_count,3680.3002979579915,11781.256888827882,80,hgbr_v3_hgbr
869,10,daily_net|day|dow|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|is_winter_vacation|net_30d_sum,3682.3158143175665,11726.827584983981,89,hgbr_v3_hgbr
816,21,daily_income|daily_net|day|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_expense|has_income|income_txn_count|is_weekend|month|net_30d_sum|net_7d_sum|txn_7d_sum|txn_count,3683.1270339502894,11643.674041341346,84,hgbr_v3_hgbr
760,15,daily_expense|daily_net|days_to_end_of_month|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_trend|has_expense|has_income|is_winter_vacation|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_count,3687.2748300297253,11808.219657255264,81,hgbr_v3_hgbr
261,13,daily_net|days_to_end_of_month|dow|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|has_expense|month|net_30d_sum|net_7d_sum|txn_30d_sum|txn_7d_sum|txn_count,3688.6309943453725,11682.377541200003,82,hgbr_v3_hgbr
314,14,daily_expense|daily_net|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_mean|has_income|income_txn_count|is_weekend|is_winter_vacation|month|net_30d_sum|txn_30d_sum,3690.6929587393834,11722.0479296011,87,hgbr_v3_hgbr
675,13,daily_net|day|days_to_end_of_month|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_txn_count|has_income|is_winter_vacation|net_30d_sum|txn_count,3690.8105522645224,11655.17483954634,92,hgbr_v3_hgbr
931,9,day|days_to_end_of_month|dow|expense_30d_mean|expense_trend|has_expense|income_txn_count|net_30d_sum|txn_30d_sum,3691.6290135914605,11725.315637776299,93,hgbr_v3_hgbr
499,10,daily_income|daily_net|day|dow|expense_30d_sum|expense_7d_30d_ratio|expense_trend|income_txn_count|is_weekend|net_30d_sum,3693.0337598652795,11711.42968540859,90,hgbr_v3_hgbr
487,13,daily_expense|daily_income|day|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_sum|expense_txn_count|income_txn_count|is_weekend|net_30d_sum|net_7d_sum,3693.2784071230744,11842.579046632953,80,hgbr_v3_hgbr
206,16,daily_income|daily_net|day|dow|expense_30d_sum|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|has_income|income_txn_count|is_weekend|is_winter_vacation|net_30d_sum|net_7d_sum|txn_7d_sum,3693.921650251818,11709.401481744613,85,hgbr_v3_hgbr
711,16,daily_expense|daily_income|day|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_mean|expense_7d_sum|has_expense|has_income|income_txn_count|is_winter_vacation|net_30d_sum|net_7d_sum|txn_30d_sum,3695.0276820642575,11859.622845361571,80,hgbr_v3_hgbr
540,7,dow|expense_trend|has_expense|has_income|net_30d_sum|net_7d_sum|txn_30d_sum,3696.153326060406,11711.748540950903,155,hgbr_v3_hgbr
26,18,daily_income|daily_net|day|days_to_end_of_month|dow|expense_30d_mean|expense_30d_sum|expense_7d_30d_ratio|expense_7d_sum|expense_txn_count|has_expense|income_txn_count|is_weekend|is_winter_vacation|net_30d_sum|txn_30d_sum|txn_7d_sum|txn_count,3697.7658798863504,11649.66171954852,92,hgbr_v3_hgbr
353,17,daily_income|daily_net|day|days_to_end_of_month|dow|expense_30d_mean|expense_7d_30d_ratio|expense_7d_mean|expense_7d_sum|expense_trend|expense_txn_count|has_income|income_txn_count|is_winter_vacation|month|net_30d_sum|txn_count,3699.280684338869,11656.314365419756,93,hgbr_v3_hgbr
